total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho
53.33,7.41,-1.36,2.78,-1.36
55.52,8.78,-1.1,2.57,-1.07
53.33,7.41,-1.19,2.64,-1.16
53.33,7.41,-1.19,2.64,-1.16
63.3,14.02,-1.01,2.5,-0.98
55.52,8.78,-1.04,2.52,-1.01
84.28,17.69,-0.84,2.37,-0.81
84.28,17.69,-0.84,2.37,-0.81
63.3,14.02,-0.87,2.39,-0.84
63.3,14.02,-0.96,2.46,-0.92
84.28,17.69,-0.84,2.37,-0.81
46.54,3.55,-1.74,3.11,-1.74
52.48,6.82,-1.66,3.04,-1.64
43.18,0.44,17.95,-16.71,17.95
43.18,0.44,18.0,-16.76,17.77
42.79,0.22,18.02,-16.78,17.8
53.94,1.18,17.12,-15.96,15.67
43.89,0.7,17.47,-16.27,17.4
53.94,1.18,17.08,-15.92,16.14
43.89,0.7,17.49,-16.3,17.48
43.89,0.7,17.49,-16.3,17.48
53.94,1.18,17.06,-15.91,16.12
43.89,0.7,17.49,-16.3,17.48
43.89,0.7,17.49,-16.3,17.48
43.56,0.71,17.78,-16.56,17.78
43.56,0.71,17.78,-16.56,17.78
43.89,0.71,17.6,-16.4,17.6
43.56,0.71,17.78,-16.56,17.78
43.89,0.71,17.6,-16.4,17.6
43.56,0.71,17.78,-16.56,17.78
52.48,6.82,-1.66,3.04,-1.64
43.18,0.44,18.0,-16.76,17.77
46.54,3.55,-1.69,3.06,-1.68
54.38,8.04,-1.45,2.86,-1.45
52.48,6.82,-1.51,2.91,-1.51
43.56,0.71,17.78,-16.56,17.78
43.18,0.44,17.97,-16.73,17.97
53.33,7.41,-1.39,2.81,-1.39
43.18,0.44,18.0,-16.76,17.77
43.18,0.44,18.0,-16.76,17.77
46.54,3.55,-1.69,3.06,-1.68
149.46,20.49,15.1,-14.15,4.89
80.86,8.23,15.92,-14.87,15.88
53.94,1.18,17.03,-15.88,16.96
75.07,6.16,16.74,-15.61,16.74
75.07,6.16,16.74,-15.61,16.74
80.86,6.82,16.04,-14.97,15.99
75.07,6.16,16.74,-15.61,16.74
75.07,6.16,16.74,-15.61,16.74
53.94,1.18,16.97,-15.83,16.96
54.66,5.58,16.87,-15.73,16.79
53.94,1.18,17.03,-15.88,16.96
53.94,1.18,17.03,-15.88,16.96
53.94,1.18,17.03,-15.88,16.96
54.66,5.58,16.77,-15.64,16.77
54.66,5.58,16.8,-15.67,16.8
54.66,5.58,16.94,-15.8,16.93
145.91,77.38,-0.4,1.99,-0.4
146.52,78.3,-0.65,2.21,-0.65
145.91,77.38,-0.53,2.1,-0.53
145.31,76.44,-0.31,1.91,-0.31
144.77,75.4,-0.31,1.24,-0.31
160.89,109.34,4.97,-2.58,2.75
132.78,61.56,3.19,-1.3,3.19
139.42,68.44,0.94,0.48,0.93
140.36,68.61,1.71,-0.33,1.35
160.87,109.87,4.86,-2.51,3.41
160.89,109.34,4.94,2.57,1.81
147.0,83.42,5.53,-3.17,5.06
143.41,73.6,0.34,0.85,0.33
139.42,68.44,1.23,0.3,1.09
139.67,69.44,1.46,0.23,1.2
139.67,69.44,1.31,0.26,1.18
134.96,63.36,2.79,-1.05,2.73
137.09,66.33,2.3,-0.76,2.06
138.93,68.61,1.75,-0.36,0.95
125.85,77.92,-0.85,1.56,-0.81
55.98,9.19,-1.19,1.77,-1.17
125.85,77.92,-0.82,1.55,-0.82
46.09,0.83,17.08,-17.17,16.17
43.48,0.64,17.95,-17.71,17.95
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.87,-2.52,2.75
160.89,109.34,4.94,2.57,1.81
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.39,108.95,5.03,-2.6,2.72
160.89,109.34,4.94,2.57,1.81
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.82,-2.48,4.36
160.89,109.34,4.98,2.58,1.68
160.89,109.34,4.94,2.57,1.81
158.81,107.19,5.31,-2.87,4.43
158.81,107.19,5.21,-2.77,4.04
132.58,63.68,3.54,-1.5,3.54
129.68,58.72,3.42,-1.43,3.42
143.48,78.49,5.56,-3.21,5.09
138.93,68.61,1.87,-0.47,1.55
143.41,73.6,0.07,1.04,0.04
143.41,73.6,0.14,0.98,0.13
143.41,73.6,0.31,0.87,0.3
140.44,69.69,0.62,0.68,0.61
139.42,68.44,0.91,0.49,0.9
140.44,69.69,0.62,0.68,0.61
139.42,68.44,0.99,0.44,0.92
139.42,68.44,1.23,0.3,1.09
139.42,68.44,1.05,0.41,0.98
139.67,69.44,1.33,0.25,1.21
139.67,69.44,1.55,-0.25,1.14
139.67,69.44,1.48,-0.23,1.05
139.67,69.44,1.38,0.24,1.11
139.42,68.44,1.15,0.35,1.14
147.0,83.42,5.51,-3.14,5.04
133.43,63.36,2.93,-1.14,2.88
132.78,61.56,3.34,-1.38,3.34
134.96,64.28,2.58,-0.93,2.53
134.96,63.36,2.76,-1.04,2.7
138.93,67.88,1.99,-0.55,1.7
138.36,66.33,2.17,-0.67,1.91
139.67,68.61,1.66,-0.3,1.29
138.93,68.61,1.75,-0.36,0.95
134.96,64.28,2.58,-0.93,2.53
138.93,66.33,2.09,-0.62,1.82
138.36,66.33,2.2,-0.69,1.94
55.98,9.19,-1.13,1.74,-1.11
146.3,77.56,-0.6,1.41,-0.59
141.68,71.31,0.46,0.77,0.45
140.44,69.69,0.74,0.6,0.73
143.41,73.6,-0.08,1.09,-0.05
143.41,73.6,0.22,0.93,0.2
125.85,77.92,-0.82,1.55,-0.82
145.56,76.27,-0.53,1.38,-0.53
50.81,6.91,-1.4,1.9,-1.39
64.28,14.55,-1.02,1.67,-0.99
64.28,14.55,-0.9,1.6,-0.87
43.48,0.64,17.92,-17.7,17.92
46.59,3.38,-1.69,2.07,-1.69
46.09,0.83,17.06,-17.15,16.15
61.88,0.99,17.66,-17.54,17.66
61.88,0.99,17.61,-17.5,17.6
46.59,3.38,-1.69,2.07,-1.69
43.48,0.64,17.97,-17.73,17.97
46.59,3.38,-1.69,2.07,-1.69
87.73,9.51,16.04,-16.46,16.0
80.59,0.83,16.94,-17.07,16.93
80.59,6.95,16.74,-16.94,16.74
80.59,0.83,16.97,-17.1,16.96
145.56,76.27,-0.44,1.32,-0.44
160.87,109.87,4.85,-2.51,4.39
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.85,-2.51,4.39
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.94,2.57,1.81
160.87,109.87,4.87,-2.52,2.75
160.89,109.34,4.94,-2.56,4.23
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.89,109.34,4.98,2.58,1.68
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.97,-2.58,2.75
160.87,109.87,4.87,-2.52,2.75
160.89,109.34,4.94,-2.56,4.23
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.86,-2.51,3.41
160.87,109.87,4.82,-2.48,4.36
160.87,109.87,4.85,-2.51,4.39
288.29,63.96,3.27,-3.08,2.1
160.87,109.87,4.85,-2.51,4.39
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.94,2.57,1.81
160.89,109.34,4.97,-2.58,2.75
160.89,109.34,4.97,-2.58,2.75
160.39,108.95,5.03,-2.6,2.72
160.89,109.34,4.97,-2.58,2.75
160.39,108.62,5.1,-2.65,3.17
160.39,108.95,5.03,-2.6,2.72
158.81,107.19,5.17,-2.72,3.69
147.0,83.42,5.43,-3.04,4.84
147.0,83.42,5.43,-3.04,4.84
158.81,107.19,5.25,-2.81,3.95
139.76,73.56,3.88,-1.69,3.46
139.76,73.56,3.9,-1.7,3.49
143.48,78.49,5.56,-3.21,5.09
129.68,58.72,3.37,-1.4,3.37
132.78,61.56,3.34,-1.38,3.34
129.68,58.72,3.48,-1.47,3.48
143.48,78.49,3.93,-1.71,3.52
143.48,78.49,5.56,-3.21,5.09
143.48,78.49,3.93,-1.71,3.52
147.0,83.42,5.48,-3.11,5.04
147.0,83.42,5.47,-3.09,5.08
132.78,63.36,2.99,-1.18,2.94
132.78,61.56,3.25,-1.33,3.25
129.68,58.72,3.42,-1.43,3.42
132.58,63.68,3.59,-1.53,3.59
140.36,68.61,1.68,-0.32,1.32
138.93,68.61,1.75,-0.36,0.95
143.41,73.6,0.19,0.95,0.19
144.02,74.54,-0.1,1.11,-0.08
143.41,73.6,-0.08,1.09,-0.05
143.41,73.6,0.09,1.02,0.07
143.41,73.6,0.22,0.93,0.2
143.41,73.6,0.34,0.85,0.33
143.41,73.6,0.22,0.93,0.2
141.68,71.31,0.46,0.77,0.45
140.44,69.69,0.62,0.68,0.61
141.68,71.31,0.46,0.77,0.45
139.42,68.44,0.8,0.56,0.79
139.42,68.44,0.91,0.49,0.9
139.42,68.44,0.77,0.58,0.76
139.42,68.44,0.88,0.51,0.88
140.44,69.69,0.74,0.6,0.73
140.44,69.69,0.74,0.6,0.73
141.68,71.31,0.46,0.77,0.45
141.68,71.31,0.58,0.7,0.58
139.42,68.44,0.99,0.44,0.92
139.42,68.44,0.99,0.44,0.92
139.42,68.44,0.99,0.44,0.92
139.42,68.44,1.2,0.31,1.19
139.42,68.44,1.23,0.3,1.09
139.42,68.44,1.2,0.31,1.19
139.42,68.44,1.26,0.29,1.12
139.42,68.44,1.2,0.31,1.19
139.42,68.44,1.2,0.31,1.19
139.42,68.44,1.26,0.29,1.12
139.67,69.44,1.38,0.24,1.11
139.67,69.44,1.48,-0.23,1.05
139.67,69.44,1.48,-0.23,1.05
139.67,69.44,1.43,0.23,1.17
139.67,68.61,1.64,-0.29,1.26
139.67,68.61,1.59,-0.27,1.2
139.67,69.44,1.5,-0.23,1.08
139.67,69.44,1.38,0.24,1.11
139.67,69.44,1.33,0.25,1.21
139.67,69.44,1.43,0.23,1.17
139.67,69.44,1.31,0.26,1.18
139.67,69.44,1.36,0.24,1.07
139.67,69.44,1.33,0.25,1.21
139.42,68.44,0.99,0.44,0.92
139.42,68.44,0.99,0.44,0.92
139.42,68.44,1.23,0.3,1.09
139.42,68.44,1.07,0.39,1.0
139.67,69.44,1.55,-0.25,1.14
160.39,108.62,5.06,-2.62,2.83
147.0,83.42,5.51,-3.14,5.04
147.0,83.42,5.42,-3.02,4.91
147.0,83.42,5.51,-3.14,5.04
158.81,107.19,5.23,-2.78,3.91
129.68,58.72,3.4,-1.42,3.4
143.48,78.49,3.93,-1.71,3.52
132.78,61.56,3.05,-1.21,3.0
132.78,61.56,3.25,-1.33,3.25
134.96,63.36,2.88,-1.11,2.82
133.43,63.36,2.93,-1.14,2.88
132.78,61.56,3.05,-1.21,3.0
129.68,58.72,3.42,-1.43,3.42
129.68,58.72,3.4,-1.42,3.4
134.96,63.36,2.85,-1.09,2.79
133.43,63.36,2.93,-1.14,2.88
134.96,63.36,2.76,-1.04,2.7
137.09,65.77,2.5,-0.88,2.44
134.96,64.28,2.58,-0.93,2.53
134.96,63.36,2.67,-0.98,2.62
138.93,67.88,2.02,-0.57,1.73
138.93,68.61,1.75,-0.36,0.95
138.93,67.88,1.94,-0.52,1.64
138.36,66.33,2.15,-0.65,1.88
137.09,66.33,2.22,-0.71,1.97
138.93,66.33,2.09,-0.62,1.82
137.09,66.33,2.35,-0.79,2.12
140.36,68.61,1.71,-0.33,1.35
140.36,68.61,1.73,-0.34,1.38
139.67,69.44,1.55,-0.25,1.14
139.67,68.61,1.61,-0.28,1.23
140.36,68.61,1.73,-0.34,1.38
138.93,68.61,1.75,-0.36,0.95
140.36,68.61,1.73,-0.34,1.38
134.96,63.36,2.88,-1.11,2.82
137.09,65.77,2.5,-0.88,2.44
134.96,63.36,2.67,-0.98,2.62
134.96,63.36,2.7,-1.0,2.65
134.96,63.36,2.79,-1.05,2.73
138.93,66.33,2.04,-0.58,1.76
138.36,66.33,2.2,-0.69,1.94
138.93,68.61,1.75,-0.36,0.95
138.93,67.88,1.99,-0.55,1.7
138.93,68.61,1.75,-0.36,0.95
138.93,66.33,2.09,-0.62,1.82
134.96,64.28,2.58,-0.93,2.53
137.09,66.33,2.22,-0.71,1.97
138.36,66.33,2.17,-0.67,1.91
137.09,65.77,2.5,-0.88,2.44
64.28,14.55,-0.96,1.63,-0.93
125.85,77.92,-0.75,1.51,-0.75
146.3,77.56,-0.63,1.43,-0.63
145.56,76.27,-0.44,1.32,-0.44
144.77,75.4,-0.31,1.24,-0.31
145.56,76.27,-0.5,1.36,-0.5
139.42,68.44,0.99,0.44,0.92
139.42,68.44,1.2,0.31,1.19
139.42,68.44,0.97,0.46,0.96
139.42,68.44,0.99,0.44,0.92
140.44,69.69,0.68,0.64,0.67
139.42,68.44,0.83,0.55,0.82
143.41,73.6,0.37,0.83,0.36
141.68,71.31,0.52,0.74,0.52
140.44,69.69,0.62,0.68,0.61
143.41,73.6,0.19,0.95,0.19
143.41,73.6,0.22,0.93,0.2
144.02,74.54,-0.22,1.18,-0.22
143.41,73.6,0.07,1.04,0.04
143.41,73.6,0.07,1.04,0.04
143.41,73.6,0.19,0.95,0.19
143.41,73.6,0.14,0.98,0.13
143.41,73.6,0.28,0.89,0.27
143.41,73.6,0.22,0.93,0.2
146.3,77.56,-0.56,1.39,-0.56
145.56,76.27,-0.41,1.3,-0.41
125.85,77.92,-0.82,1.55,-0.82
125.85,77.92,-0.72,1.49,-0.72
125.85,77.92,-0.82,1.55,-0.82
146.3,77.56,-0.69,1.47,-0.69
146.3,77.56,-0.69,1.47,-0.69
55.98,9.19,-1.08,1.71,-1.05
64.28,14.55,-0.9,1.6,-0.87
50.81,6.91,-1.43,1.92,-1.42
52.6,6.91,-1.22,1.79,-1.2
52.6,6.91,-1.34,1.86,-1.33
55.98,9.19,-1.13,1.74,-1.11
55.98,9.19,-1.16,1.76,-1.14
55.98,9.19,-1.13,1.74,-1.11
64.28,14.55,-1.02,1.67,-0.99
55.98,9.19,-1.08,1.71,-1.05
125.85,77.92,-0.85,1.56,-0.81
64.28,14.55,-0.87,1.58,-0.84
64.28,14.55,-0.87,1.58,-0.84
64.28,14.55,-0.96,1.63,-0.93
125.85,77.92,-0.85,1.56,-0.81
46.59,3.38,-1.74,2.1,-1.74
51.81,6.38,-1.66,2.05,-1.64
43.48,0.64,17.95,-17.71,17.95
43.17,0.43,18.0,-17.75,17.78
43.17,0.43,18.0,-17.75,17.78
45.96,0.82,17.13,-17.2,15.71
53.25,0.99,17.47,-17.42,17.39
46.09,0.83,17.08,-17.17,16.17
61.88,0.99,17.5,-17.43,17.49
61.88,0.99,17.5,-17.43,17.49
46.09,0.83,17.06,-17.15,16.15
61.88,0.99,17.5,-17.43,17.49
61.88,0.99,17.5,-17.43,17.49
63.21,0.83,17.78,-17.61,17.78
63.21,0.83,17.78,-17.61,17.78
61.88,0.99,17.61,-17.5,17.6
63.21,0.83,17.78,-17.61,17.78
61.88,0.99,17.61,-17.5,17.6
63.21,0.83,17.78,-17.61,17.78
51.81,6.38,-1.66,2.05,-1.64
43.17,0.43,18.0,-17.75,17.78
46.59,3.38,-1.69,2.07,-1.69
50.81,6.91,-1.43,1.92,-1.42
50.81,7.6,-1.49,1.95,-1.48
63.21,0.83,17.78,-17.61,17.78
43.48,0.64,17.97,-17.73,17.97
50.81,6.91,-1.4,1.9,-1.39
43.17,0.43,18.0,-17.75,17.78
43.17,0.43,18.0,-17.75,17.78
46.59,3.38,-1.69,2.07,-1.69
150.03,21.52,15.1,-15.78,4.96
87.73,9.51,15.93,-16.38,15.89
80.59,0.83,17.04,-17.14,16.97
80.59,6.95,16.74,-16.94,16.74
80.59,6.95,16.74,-16.94,16.74
87.73,9.51,16.04,-16.46,16.0
80.59,6.95,16.74,-16.94,16.74
80.59,6.95,16.74,-16.94,16.74
80.59,0.83,16.97,-17.1,16.96
80.59,6.95,16.87,-17.03,16.78
80.59,0.83,17.04,-17.14,16.97
80.59,0.83,17.04,-17.14,16.97
80.59,0.83,17.04,-17.14,16.97
80.59,6.95,16.77,-16.96,16.77
80.59,6.95,16.87,-17.03,16.78
80.59,0.83,16.97,-17.1,16.96
145.56,76.27,-0.41,1.3,-0.41
146.3,77.56,-0.63,1.43,-0.63
145.56,76.27,-0.5,1.36,-0.5
144.77,75.4,-0.31,1.24,-0.31
144.59,74.35,2.03,-1.37,1.49
160.75,108.72,4.98,2.58,1.71
131.74,60.49,5.28,-3.16,4.86
138.55,67.39,3.3,-2.03,2.95
139.5,67.56,4.01,-2.39,1.84
160.74,109.35,4.85,-2.5,4.41
160.75,108.72,4.94,2.56,1.84
146.67,83.22,5.53,-3.17,5.08
141.93,72.57,2.67,-1.68,2.26
138.55,67.39,3.63,-2.22,2.43
139.11,68.91,3.82,-2.32,2.06
139.11,68.91,3.7,-2.26,2.53
132.93,62.26,4.86,-2.89,3.92
136.64,65.25,4.4,-2.59,2.62
138.02,67.56,4.02,2.4,0.52
146.6,82.94,1.58,-1.25,1.1
51.72,6.35,1.29,-1.2,0.61
146.6,82.94,1.61,-1.26,0.82
71.09,7.55,14.98,-15.08,14.96
45.11,1.76,14.85,-14.64,14.31
160.74,109.35,4.85,-2.5,4.41
160.74,109.35,4.86,2.51,1.73
160.75,108.72,4.94,2.56,1.84
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,2.51,1.73
160.24,108.25,5.05,-2.61,2.78
160.75,108.72,4.94,2.56,1.84
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.83,-2.48,4.38
160.75,108.72,4.98,2.58,1.71
160.75,108.72,4.94,2.56,1.84
158.83,100.69,5.31,-2.88,4.45
158.83,104.13,5.21,-2.77,4.06
132.1,63.47,5.66,-3.43,5.27
129.1,58.51,5.5,-3.32,5.1
143.09,78.29,5.55,-3.2,5.1
138.02,67.56,4.09,-2.42,2.04
142.66,72.57,2.35,-1.51,2.08
141.93,72.57,2.45,-1.56,2.19
141.93,72.57,2.64,-1.67,2.22
139.59,68.64,3.01,-1.86,2.64
138.55,67.39,3.3,-2.03,2.95
139.59,68.64,2.97,-1.84,2.6
138.55,67.39,3.39,-2.08,2.51
138.55,67.39,3.63,-2.22,2.43
138.55,67.39,3.44,-2.11,2.58
139.11,68.91,3.72,-2.27,2.56
139.11,68.91,3.9,-2.35,1.59
139.11,68.91,3.84,-2.32,1.44
139.11,68.91,3.76,-2.29,1.95
138.55,67.39,3.54,-2.17,3.07
146.67,83.22,5.53,-3.17,5.08
132.93,62.26,5.01,-2.98,4.1
131.74,60.49,5.37,-3.23,4.96
134.74,63.77,4.66,-2.76,3.67
132.93,62.26,4.83,-2.87,3.88
138.02,66.82,4.16,-2.46,2.18
136.64,65.25,4.3,-2.53,2.44
139.5,67.56,3.97,-2.38,1.77
138.02,67.56,4.02,2.4,0.52
134.74,63.77,4.69,-2.77,3.7
136.64,65.25,4.22,-2.49,2.29
136.64,65.25,4.34,-2.56,2.51
56.34,9.47,1.35,-1.2,0.72
146.39,78.1,1.76,-1.29,1.1
141.93,70.25,2.81,-1.75,2.41
139.59,68.64,3.11,-1.92,2.76
142.66,72.57,2.25,-1.46,1.96
141.93,72.57,2.55,-1.62,2.1
146.6,82.94,1.61,-1.26,0.82
145.02,76.63,1.81,-1.3,1.17
50.0,5.13,1.22,1.21,0.3
65.05,15.2,1.43,-1.22,0.87
65.05,15.2,1.51,-1.23,0.99
45.11,1.76,14.85,-14.64,14.31
47.5,4.49,14.76,-14.43,13.67
71.09,7.55,14.98,-15.09,14.96
45.79,2.31,14.9,-14.8,14.4
45.79,2.31,14.91,-14.82,14.4
47.5,4.49,-1.22,1.31,-0.16
45.11,1.76,14.85,-14.64,14.31
47.5,4.49,-1.22,1.31,-0.16
100.02,10.66,15.01,-15.42,14.71
71.09,7.55,14.99,-15.14,14.27
87.0,9.97,15.0,-15.21,14.36
71.09,7.55,14.99,-15.13,14.27
145.02,76.63,1.89,-1.32,1.29
160.74,109.35,4.85,-2.5,4.41
160.74,109.35,4.85,-2.5,4.41
160.74,109.35,4.85,-2.5,4.41
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,2.51,1.73
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.94,2.56,1.84
160.74,109.35,4.86,2.51,1.73
160.75,108.72,4.94,2.56,1.84
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.86,-2.51,3.44
160.75,108.72,4.98,2.58,1.71
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.98,2.58,1.71
160.74,109.35,4.86,2.51,1.73
160.75,108.72,4.94,2.56,1.84
160.74,109.35,4.86,-2.51,3.44
160.74,109.35,4.86,2.51,1.73
160.74,109.35,4.83,-2.48,4.38
160.74,109.35,4.85,-2.5,4.41
276.86,61.46,3.26,-3.07,2.06
160.74,109.35,4.85,-2.5,4.41
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.94,2.56,1.84
160.75,108.72,4.98,2.58,1.71
160.75,108.72,4.94,2.56,1.84
160.24,108.25,5.05,-2.61,2.78
160.75,108.72,4.98,2.58,1.71
160.09,107.87,5.1,-2.65,3.2
160.24,108.25,5.04,-2.61,2.77
158.83,104.13,5.17,-2.72,3.71
146.67,83.22,5.44,-3.04,4.85
146.67,83.22,5.44,-3.04,4.85
158.83,104.13,5.23,-2.78,3.93
139.33,73.36,6.1,-3.74,6.06
139.33,73.36,6.1,-3.74,6.06
143.09,78.29,5.57,-3.22,5.11
129.1,58.51,5.47,-3.29,5.07
131.74,60.49,5.44,-3.27,5.03
129.1,58.51,5.6,-3.38,5.2
139.33,73.36,6.1,-3.74,6.06
143.09,78.29,5.55,-3.2,5.1
139.33,73.36,6.1,-3.74,6.06
146.67,83.22,5.49,-3.11,5.05
146.67,83.22,5.47,-3.09,5.09
132.93,62.26,5.1,-3.04,4.21
131.74,60.49,5.34,-3.21,4.93
129.1,58.51,5.53,-3.34,5.13
132.1,63.47,5.69,-3.45,5.31
139.5,67.56,3.97,-2.38,1.77
138.02,67.56,4.02,2.4,0.52
141.93,72.57,2.51,-1.6,2.26
143.55,73.49,2.22,-1.45,1.93
142.66,72.57,2.25,-1.46,1.96
142.66,72.57,2.38,-1.53,2.11
141.93,72.57,2.55,-1.62,2.1
141.93,72.57,2.67,-1.68,2.26
141.93,72.57,2.55,-1.62,2.1
141.93,70.25,2.81,-1.75,2.41
139.59,68.64,2.97,-1.84,2.6
141.93,70.25,2.81,-1.75,2.41
138.55,67.39,3.17,-1.96,2.81
138.55,67.39,3.3,-2.03,2.95
138.55,67.39,3.14,-1.94,2.79
138.55,67.39,3.26,-2.01,2.91
139.59,68.64,3.11,-1.92,2.76
139.59,68.64,3.11,-1.92,2.76
141.93,70.25,2.81,-1.75,2.41
141.93,70.25,2.94,-1.83,2.56
138.55,67.39,3.36,-2.07,3.01
138.55,67.39,3.41,-2.1,2.54
138.55,67.39,3.36,-2.07,3.01
138.55,67.39,3.6,-2.21,3.13
138.55,67.39,3.63,-2.22,2.43
138.55,67.39,3.6,-2.21,3.13
138.55,67.39,3.63,-2.22,2.43
138.55,67.39,3.6,-2.21,3.13
138.55,67.39,3.6,-2.21,3.13
138.55,67.39,3.65,-2.23,2.46
139.11,68.91,3.76,-2.29,1.95
139.11,68.91,3.85,-2.33,1.48
139.11,68.91,3.84,-2.32,1.44
139.11,68.91,3.8,-2.31,2.02
139.11,67.56,3.94,-2.37,1.7
139.11,68.91,3.9,-2.35,1.59
139.11,68.91,3.85,-2.33,1.48
139.11,68.91,3.76,-2.29,1.95
139.11,68.91,3.74,-2.28,1.91
139.11,68.91,3.8,-2.31,2.02
139.11,68.91,3.7,-2.26,2.53
139.11,68.91,3.74,-2.28,1.91
139.11,68.91,3.72,-2.27,2.56
138.55,67.39,3.39,-2.08,2.51
138.55,67.39,3.36,-2.07,3.01
138.55,67.39,3.63,-2.22,2.43
138.55,67.39,3.46,-2.13,2.61
139.11,68.91,3.88,-2.34,1.55
160.24,108.25,5.06,-2.62,2.8
146.67,83.22,5.53,-3.17,5.08
146.67,83.22,5.42,-3.02,4.93
146.67,83.22,5.53,-3.17,5.08
158.83,104.13,5.23,-2.78,3.93
131.74,60.49,5.44,-3.27,5.03
143.09,78.29,6.16,-3.78,6.12
132.93,62.26,5.1,-3.04,4.21
131.74,60.49,5.34,-3.21,4.93
132.93,62.26,4.95,-2.94,4.03
132.93,62.26,5.01,-2.98,4.1
131.74,60.49,5.13,-3.06,4.24
129.1,58.51,5.5,-3.32,5.1
131.74,60.49,5.44,-3.27,5.03
132.93,62.26,4.89,-2.91,3.96
132.93,62.26,5.01,-2.98,4.1
132.93,62.26,4.83,-2.87,3.88
134.74,63.77,4.58,-2.7,3.56
134.74,63.77,4.66,-2.76,3.67
134.74,63.77,4.75,-2.81,3.77
138.02,66.82,4.18,-2.47,2.22
138.02,67.56,4.02,2.4,0.52
138.02,66.82,4.12,-2.44,2.11
136.64,65.25,4.28,-2.52,2.4
136.64,65.25,4.34,-2.56,2.51
136.64,65.25,4.22,-2.49,2.29
136.64,65.25,4.42,-2.61,2.65
139.5,67.56,3.97,-2.38,1.77
139.5,67.56,4.01,-2.39,1.84
139.11,68.91,3.85,-2.33,1.48
139.11,67.56,3.91,-2.35,1.62
139.5,67.56,4.01,-2.39,1.84
138.02,67.56,4.02,2.4,0.52
139.5,67.56,4.01,-2.39,1.84
132.93,62.26,4.92,-2.92,3.99
134.74,63.77,4.58,-2.7,3.56
134.74,63.77,4.75,-2.81,3.77
132.93,62.26,4.78,-2.83,3.81
132.93,62.26,4.86,-2.89,3.92
136.64,65.25,4.22,-2.49,2.29
136.64,65.25,4.34,-2.56,2.51
138.02,67.56,4.02,2.4,0.52
138.02,66.82,4.16,-2.46,2.18
138.02,66.82,4.12,-2.44,2.11
136.64,65.25,4.22,-2.49,2.29
134.74,63.77,4.69,-2.77,3.7
136.64,65.25,4.34,-2.56,2.51
136.64,65.25,4.28,-2.52,2.4
134.74,63.77,4.58,-2.7,3.56
65.05,15.2,1.48,-1.23,0.95
146.6,82.94,1.65,-1.26,0.9
146.39,78.1,1.74,-1.28,1.06
145.02,76.63,1.89,-1.32,1.29
144.59,74.35,1.98,-1.35,1.41
145.02,76.63,1.87,-1.31,1.25
138.55,67.39,3.39,-2.08,2.51
138.55,67.39,3.6,-2.21,3.13
138.55,67.39,3.36,-2.07,3.01
138.55,67.39,3.36,-2.07,3.01
139.59,68.64,3.07,-1.9,2.72
138.55,67.39,3.2,-1.98,2.84
141.93,72.57,2.74,-1.72,2.33
141.93,70.25,2.91,-1.81,2.53
141.93,70.25,2.91,-1.81,2.53
141.93,72.57,2.48,-1.58,2.22
141.93,72.57,2.58,-1.63,2.14
143.55,73.49,2.09,-1.39,1.57
142.66,72.57,2.35,-1.51,2.08
142.66,72.57,2.35,-1.51,2.08
141.93,72.57,2.48,-1.58,2.22
142.66,72.57,2.41,-1.55,2.15
141.93,72.57,2.58,-1.63,2.14
141.93,72.57,2.55,-1.62,2.1
146.39,78.1,1.79,-1.29,1.13
145.02,76.63,1.92,-1.33,1.33
146.6,82.94,1.61,-1.26,0.82
146.6,82.94,1.65,-1.26,0.9
146.6,82.94,1.61,-1.26,0.82
146.39,78.1,1.69,-1.27,0.98
146.39,78.1,1.69,-1.27,0.98
56.34,9.47,1.39,-1.21,0.8
65.05,15.2,1.51,-1.23,0.99
