total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate
134.71,63.11,8.93,5.75,-12.76
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
89.08,66.23,0.67,1.5,2.31
89.08,26.51,0.67,2.38,2.25
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
127.78,62.68,-6.2,1.09,-4.98
127.78,59.42,-6.22,1.89,-4.93
134.28,62.68,-0.67,0.05,2.39
50.28,5.4,5.49,12.78,-7.49
111.32,43.44,7.27,7.93,-10.33
108.93,43.44,7.21,8.68,-10.21
108.93,43.44,7.11,9.84,-10.01
98.73,35.04,6.9,11.99,-9.62
96.7,33.76,6.76,13.66,-9.32
98.73,35.04,6.92,11.79,-9.66
94.62,32.46,6.71,14.19,-9.23
94.62,32.46,6.52,15.77,-8.89
94.62,32.46,6.66,14.55,-9.15
94.62,32.46,6.41,16.48,-8.72
86.48,21.53,6.09,15.66,-8.26
86.48,21.53,6.2,16.23,-8.41
94.62,32.46,6.34,16.87,-8.62
94.62,32.46,6.59,15.08,-9.03
134.28,62.68,-0.67,0.05,2.39
107.51,40.14,-6.33,5.05,-4.74
127.78,44.87,-6.26,2.88,-4.88
57.86,26.11,-6.43,7.6,-4.58
103.33,26.11,-6.38,6.42,-4.65
50.28,5.4,5.33,11.99,-7.27
54.15,3.02,-6.52,10.44,-4.4
86.48,21.53,5.9,14.71,-8.0
50.28,21.53,5.78,14.14,-7.84
57.86,26.11,-6.43,7.6,-4.58
47.83,3.02,5.13,11.01,-6.99
57.86,3.02,-6.51,10.07,-4.43
130.05,58.5,7.69,0.48,-11.79
128.36,56.94,7.67,4.22,-11.0
108.93,37.92,7.03,10.62,-9.87
98.73,35.04,6.85,12.57,-9.52
111.32,43.44,7.3,7.56,-10.39
108.93,43.44,7.18,9.06,-10.15
129.05,57.57,7.84,2.83,-11.26
128.36,56.94,7.65,4.41,-10.96
131.65,60.02,7.93,1.45,-11.98
129.68,58.17,7.97,1.27,-11.5
129.68,58.17,7.89,2.24,-11.35
134.71,63.11,8.96,5.89,-12.78
132.09,60.45,8.48,3.83,-12.41
137.76,66.48,9.91,9.77,-13.48
136.53,65.07,9.35,7.52,-13.08
135.8,64.07,9.43,7.82,-13.13
132.09,60.45,8.44,3.68,-12.39
134.71,63.11,8.89,5.59,-12.73
132.09,60.45,8.44,3.68,-12.39
144.1,74.6,11.71,8.23,-14.73
139.84,68.92,10.41,11.73,-13.84
140.91,70.26,10.57,12.43,-13.95
139.84,68.92,10.41,11.73,-13.84
126.5,55.21,7.58,5.01,-10.85
138.44,66.23,0.67,0.38,2.37
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,0.67,0.19,2.38
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
138.44,66.23,0.67,0.38,2.37
134.28,62.68,-0.67,0.05,2.39
138.44,66.23,0.67,0.38,2.37
134.28,62.68,-0.67,0.05,2.39
89.08,26.51,0.67,2.03,2.28
89.08,66.23,0.67,1.5,2.31
89.08,26.51,0.67,2.38,2.25
89.08,26.51,0.67,2.03,2.28
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-6.17,0.1,-5.05
134.28,62.68,-6.18,0.5,-5.02
134.28,62.68,-0.67,0.05,2.39
127.78,44.87,-6.24,2.29,-4.91
127.78,44.87,-6.26,2.88,-4.88
127.78,59.42,-6.21,1.69,-4.95
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-6.18,0.7,-5.01
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
107.51,40.14,-6.33,4.66,-4.77
127.78,44.87,-6.27,3.08,-4.87
127.78,59.42,-6.22,1.89,-4.93
134.28,62.68,-6.19,0.89,-5.0
86.48,21.53,5.86,14.52,-7.95
50.28,21.53,5.74,13.95,-7.79
108.93,43.44,7.18,9.06,-10.15
113.72,45.14,7.31,7.37,-10.42
111.32,43.44,7.3,7.56,-10.39
111.32,43.44,7.24,8.31,-10.27
108.93,43.44,7.17,9.25,-10.12
108.93,43.44,7.11,9.84,-10.01
108.93,43.44,7.18,9.06,-10.15
108.93,36.45,6.99,11.01,-9.8
98.73,35.04,6.9,11.99,-9.62
108.93,36.45,6.99,11.01,-9.8
96.7,33.76,6.82,12.95,-9.45
96.7,33.76,6.76,13.66,-9.32
96.7,33.76,6.83,12.77,-9.48
96.7,33.76,6.77,13.49,-9.36
98.73,35.04,6.85,12.57,-9.52
98.73,35.04,6.85,12.57,-9.52
108.93,36.45,7.01,10.81,-9.83
100.93,36.45,6.94,11.6,-9.69
94.62,32.46,6.73,14.02,-9.26
94.62,32.46,6.68,14.37,-9.19
94.62,32.46,6.73,14.02,-9.26
94.62,32.46,6.54,15.59,-8.93
94.62,32.46,6.52,15.77,-8.89
94.62,32.46,6.54,15.59,-8.93
94.62,32.46,6.49,15.95,-8.85
94.62,32.46,6.54,15.59,-8.93
94.62,32.46,6.54,15.59,-8.93
94.62,32.46,6.49,15.95,-8.85
94.62,32.46,6.34,16.87,-8.62
86.48,21.53,6.2,16.23,-8.41
86.48,21.53,6.2,16.23,-8.41
86.48,21.53,6.27,16.63,-8.52
86.48,21.53,5.93,14.9,-8.05
86.48,21.53,6.01,15.28,-8.16
86.48,21.53,6.16,16.04,-8.36
94.62,32.46,6.34,16.87,-8.62
94.62,32.46,6.41,16.48,-8.72
86.48,21.53,6.27,16.63,-8.52
94.62,32.46,6.44,16.3,-8.76
94.62,32.46,6.38,16.67,-8.67
94.62,32.46,6.41,16.48,-8.72
94.62,32.46,6.71,14.19,-9.23
94.62,32.46,6.73,14.02,-9.26
94.62,32.46,6.52,15.77,-8.89
94.62,32.46,6.64,14.73,-9.11
86.48,21.53,6.09,15.66,-8.26
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
127.78,44.87,-6.24,2.29,-4.91
134.28,62.68,-0.67,0.05,2.39
107.51,40.14,-6.33,4.66,-4.77
127.78,44.87,-6.26,2.88,-4.88
103.33,26.11,-6.35,5.64,-4.7
107.51,40.14,-6.33,5.05,-4.74
107.51,40.14,-6.33,4.66,-4.77
134.28,62.68,-0.67,0.05,2.39
134.28,62.68,-0.67,0.05,2.39
103.33,26.11,-6.36,5.83,-4.69
103.33,26.11,-6.34,5.25,-4.73
103.33,26.11,-6.38,6.42,-4.65
57.86,8.51,-6.47,8.38,-4.54
57.86,26.11,-6.43,7.6,-4.58
103.33,26.11,-6.4,7.01,-4.62
50.28,3.02,5.25,11.6,-7.16
50.28,21.53,5.74,13.95,-7.79
50.28,5.4,5.41,12.38,-7.38
47.83,3.02,5.09,10.81,-6.94
57.86,3.02,-6.51,9.88,-4.44
47.83,3.02,5.13,11.01,-6.99
57.86,3.02,-6.5,9.33,-4.48
50.28,21.53,5.82,14.33,-7.9
50.28,21.53,5.78,14.14,-7.84
86.48,21.53,6.12,15.85,-8.31
86.48,21.53,5.97,15.09,-8.1
50.28,21.53,5.78,14.14,-7.84
50.28,21.53,5.74,13.95,-7.79
50.28,21.53,5.78,14.14,-7.84
103.33,26.11,-6.36,5.83,-4.69
57.86,8.51,-6.47,8.38,-4.54
103.33,26.11,-6.39,6.81,-4.63
103.33,26.11,-6.39,6.81,-4.63
103.33,26.11,-6.38,6.42,-4.65
50.28,3.02,5.25,11.6,-7.16
54.15,3.02,-6.52,10.44,-4.4
50.28,21.53,5.74,13.95,-7.79
50.28,5.4,5.33,11.99,-7.27
50.28,5.4,5.33,11.99,-7.27
47.83,3.02,5.17,11.21,-7.05
57.86,26.11,-6.43,7.6,-4.58
57.86,3.02,-6.51,9.88,-4.44
47.83,3.02,5.09,10.81,-6.94
57.86,8.51,-6.47,8.38,-4.54
129.68,58.17,7.96,1.46,-11.47
129.05,57.57,7.84,2.83,-11.26
129.05,57.57,7.77,3.42,-11.15
126.5,55.21,7.55,5.21,-10.81
116.74,47.02,7.46,6.0,-10.67
126.5,55.21,7.58,5.01,-10.85
94.62,32.46,6.71,14.19,-9.23
94.62,32.46,6.54,15.59,-8.93
94.62,32.46,6.73,14.02,-9.26
94.62,32.46,6.73,14.02,-9.26
98.73,35.04,6.88,12.18,-9.59
96.7,33.76,6.79,13.31,-9.39
108.93,43.44,7.07,10.23,-9.94
108.93,36.45,6.97,11.21,-9.76
100.93,36.45,6.94,11.6,-9.69
108.93,43.44,7.18,9.06,-10.15
108.93,43.44,7.17,9.25,-10.12
113.72,45.14,7.39,6.59,-10.55
111.32,43.44,7.27,7.93,-10.33
111.32,43.44,7.27,7.93,-10.33
108.93,43.44,7.18,9.06,-10.15
108.93,43.44,7.21,8.68,-10.21
108.93,43.44,7.13,9.64,-10.05
108.93,43.44,7.17,9.25,-10.12
128.36,56.94,7.65,4.41,-10.96
126.5,55.21,7.53,5.4,-10.78
129.05,57.57,7.86,2.63,-11.29
129.05,57.57,7.77,3.42,-11.15
129.05,57.57,7.84,2.83,-11.26
129.05,57.57,7.77,3.42,-11.15
129.05,57.57,7.77,3.42,-11.15
129.37,57.87,8.02,0.68,-11.58
129.68,58.17,7.92,1.85,-11.41
131.65,60.02,7.97,1.63,-12.01
131.65,60.02,7.85,1.07,-11.91
131.65,60.02,7.89,1.26,-11.95
131.65,60.02,7.85,1.07,-11.91
131.65,60.02,7.85,1.07,-11.91
131.65,60.02,7.89,1.26,-11.95
131.65,60.02,7.85,1.07,-11.91
131.65,60.02,7.85,1.07,-11.91
129.05,57.57,7.86,2.63,-11.29
129.05,57.57,7.88,2.44,-11.32
129.68,58.17,7.89,2.24,-11.35
129.68,58.17,7.94,1.66,-11.44
129.05,57.57,7.86,2.63,-11.29
132.09,60.45,8.48,3.83,-12.41
132.97,61.32,8.37,3.36,-12.33
134.71,63.11,8.93,5.75,-12.76
133.83,62.19,8.55,4.14,-12.47
134.71,63.11,8.77,5.13,-12.64
137.76,66.48,9.96,9.95,-13.52
137.16,65.79,9.66,8.76,-13.3
137.76,66.48,9.91,9.77,-13.48
137.16,65.79,9.66,8.76,-13.3
137.16,65.79,9.66,8.76,-13.3
137.76,66.48,9.83,9.45,-13.43
137.16,65.79,9.59,8.47,-13.25
137.16,65.79,9.66,8.76,-13.3
135.62,64.07,9.09,6.42,-12.88
135.62,64.07,9.18,6.79,-12.95
135.8,64.07,9.43,7.82,-13.13
136.53,65.07,9.22,6.96,-12.98
135.8,64.07,9.43,7.82,-13.13
135.62,64.07,9.18,6.79,-12.95
132.97,61.32,8.37,3.36,-12.33
133.83,62.19,8.55,4.14,-12.47
132.09,60.45,8.44,3.68,-12.39
132.31,60.67,8.05,2.01,-12.08
132.31,60.67,8.18,2.58,-12.18
135.62,64.07,9.09,6.42,-12.88
134.71,63.11,8.89,5.59,-12.73
131.65,60.02,8.01,1.82,-12.04
132.09,60.45,8.48,3.83,-12.41
132.09,60.45,8.48,3.83,-12.41
132.09,60.45,8.44,3.68,-12.39
149.73,83.9,-2.61,4.67,-3.24
144.1,74.6,-2.71,7.91,-3.24
139.84,68.92,10.34,11.42,-13.79
143.5,73.61,11.43,9.37,-14.54
140.91,70.26,10.66,12.6,-14.02
144.1,74.6,11.74,8.13,-14.75
140.91,70.26,10.53,12.26,-13.93
144.1,74.6,11.65,8.5,-14.68
139.84,68.92,10.41,11.73,-13.84
139.84,68.92,10.45,11.9,-13.87
139.84,68.92,10.37,11.57,-13.81
139.84,68.92,10.37,11.57,-13.81
139.84,68.92,10.37,11.57,-13.81
140.91,70.26,10.49,12.08,-13.9
139.84,68.92,10.45,11.9,-13.87
139.84,68.92,10.41,11.73,-13.84
116.74,47.02,7.51,5.6,-10.74
128.36,56.94,7.69,4.02,-11.04
126.5,55.21,7.6,4.81,-10.89
116.74,47.02,7.46,6.0,-10.67
115.93,56.3,7.27,6.18,-10.49
133.58,62.77,-0.67,0.05,2.4
115.44,46.11,-6.39,3.22,-4.98
96.97,35.36,6.57,13.64,-9.16
84.41,25.94,5.59,14.07,-7.67
137.69,62.77,0.67,0.19,2.39
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
103.86,38.36,6.91,10.01,-9.82
96.97,25.94,6.34,15.75,-8.72
84.41,25.94,6.05,16.36,-8.29
84.41,25.94,6.25,16.29,-8.59
100.98,28.69,-6.46,6.16,-4.78
56.58,5.39,-6.58,9.5,-4.58
84.41,25.94,5.55,13.88,-7.62
127.83,56.47,7.72,2.42,-11.19
130.65,59.06,7.79,1.38,-11.85
127.83,56.47,7.68,2.81,-11.13
139.62,68.62,9.9,10.07,-13.45
133.97,62.33,8.85,5.87,-12.68
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
137.69,62.77,0.67,0.19,2.39
88.47,27.94,0.67,1.68,2.31
88.47,27.94,0.67,2.38,2.27
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-6.3,1.07,-5.1
133.58,59.63,-6.33,1.86,-5.06
133.58,62.77,-0.67,0.05,2.4
46.59,2.79,5.3,12.73,-7.31
108.71,41.63,7.08,8.1,-10.15
106.26,39.96,7.04,8.67,-10.06
103.86,38.36,6.93,9.82,-9.86
99.22,35.36,6.72,11.97,-9.46
96.97,35.36,6.57,13.64,-9.16
101.51,36.83,6.76,11.58,-9.54
96.97,35.36,6.52,14.18,-9.06
96.97,25.94,6.34,15.75,-8.72
96.97,35.36,6.48,14.53,-8.98
84.41,25.94,6.23,16.47,-8.55
84.41,25.94,5.9,15.6,-8.08
84.41,25.94,6.01,16.17,-8.24
84.41,25.94,6.16,16.85,-8.45
96.97,28.92,6.41,15.06,-8.86
133.58,62.77,-0.67,0.05,2.4
108.86,41.32,-6.43,5.18,-4.85
115.44,46.11,-6.36,2.64,-5.01
100.98,28.69,-6.51,7.53,-4.7
100.98,28.69,-6.47,6.35,-4.77
46.59,2.79,5.11,11.81,-7.06
56.58,5.39,-6.6,10.29,-4.52
84.41,25.94,5.74,14.83,-7.88
84.41,25.94,5.59,14.07,-7.67
100.98,28.69,-6.51,7.53,-4.7
46.59,2.79,-6.61,10.89,-4.48
56.58,5.39,-6.59,10.09,-4.53
129.94,58.39,7.55,0.46,-11.66
127.87,56.3,7.51,4.2,-10.87
101.51,36.83,6.83,10.8,-9.68
99.22,35.36,6.67,12.55,-9.36
115.93,41.63,7.13,7.54,-10.24
106.26,39.96,6.99,9.23,-9.97
127.83,56.47,7.7,2.61,-11.16
127.87,56.3,7.48,4.4,-10.83
130.65,59.06,7.83,1.57,-11.88
129.24,57.74,7.82,1.26,-11.37
128.53,57.1,7.75,2.03,-11.25
134.93,63.34,8.89,6.02,-12.71
132.78,61.14,8.39,3.95,-12.33
138.24,66.97,9.85,9.89,-13.42
135.91,64.38,9.29,7.64,-13.01
135.91,64.38,9.36,7.94,-13.06
132.06,60.43,8.36,3.8,-12.3
133.97,62.33,8.81,5.71,-12.65
132.06,60.43,8.32,3.64,-12.27
144.17,74.7,-2.7,8.1,-3.24
140.8,70.11,10.36,11.85,-13.78
140.81,70.14,10.52,12.55,-13.89
140.8,70.11,10.36,11.85,-13.78
127.87,56.3,7.41,4.99,-10.71
137.69,62.77,0.67,0.57,2.37
137.69,62.77,0.67,0.19,2.39
137.69,62.77,0.67,0.19,2.39
137.69,62.77,0.67,0.19,2.39
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
137.69,62.77,0.67,0.57,2.37
133.58,62.77,-0.67,0.05,2.4
137.69,62.77,0.67,0.57,2.37
137.69,62.77,0.67,0.19,2.39
88.47,27.94,0.67,2.38,2.27
88.47,27.94,0.67,1.68,2.31
88.47,27.94,0.67,2.38,2.27
88.47,27.94,0.67,2.2,2.28
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-6.28,0.1,-5.17
133.58,62.77,-6.29,0.29,-5.16
133.58,62.77,-0.67,0.05,2.4
115.44,46.11,-6.34,2.25,-5.03
115.44,46.11,-6.36,2.64,-5.01
133.58,59.63,-6.32,1.46,-5.08
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
108.86,41.32,-6.43,4.79,-4.88
115.44,46.11,-6.38,3.03,-4.99
133.58,59.63,-6.33,1.86,-5.06
133.58,62.77,-6.29,0.68,-5.13
84.41,25.94,5.67,14.45,-7.77
84.41,25.94,5.55,13.88,-7.62
106.26,39.96,7.01,9.04,-10.0
115.93,43.38,7.14,7.35,-10.27
115.93,41.63,7.13,7.54,-10.24
108.71,41.63,7.07,8.29,-10.12
106.26,39.96,6.99,9.23,-9.97
103.86,38.36,6.91,10.01,-9.82
106.26,39.96,6.99,9.23,-9.97
101.51,36.83,6.81,10.99,-9.64
99.22,35.36,6.72,11.97,-9.46
101.51,36.83,6.83,10.8,-9.68
96.97,35.36,6.64,12.94,-9.29
96.97,35.36,6.57,13.64,-9.16
96.97,35.36,6.65,12.75,-9.32
96.97,35.36,6.59,13.47,-9.19
99.22,35.36,6.67,12.55,-9.36
99.22,35.36,6.67,12.55,-9.36
101.51,36.83,6.83,10.8,-9.68
101.51,36.83,6.76,11.58,-9.54
96.97,35.36,6.54,14.0,-9.1
96.97,35.36,6.5,14.35,-9.02
96.97,35.36,6.54,14.0,-9.1
96.97,28.92,6.36,15.57,-8.76
96.97,25.94,6.34,15.75,-8.72
96.97,28.92,6.36,15.57,-8.76
96.97,25.94,6.34,15.75,-8.72
96.97,28.92,6.36,15.57,-8.76
96.97,28.92,6.36,15.57,-8.76
96.97,25.94,6.34,15.75,-8.72
84.41,25.94,6.16,16.85,-8.45
84.41,25.94,6.01,16.17,-8.24
84.41,25.94,6.05,16.36,-8.29
84.41,25.94,6.05,16.36,-8.29
84.41,25.94,5.74,14.83,-7.88
84.41,25.94,5.82,15.21,-7.98
84.41,25.94,5.97,15.98,-8.19
84.41,25.94,6.16,16.85,-8.45
84.41,25.94,6.23,16.47,-8.55
84.41,25.94,6.05,16.36,-8.29
84.41,25.94,6.25,16.29,-8.59
84.41,25.94,6.19,16.66,-8.5
84.41,25.94,6.23,16.47,-8.55
96.97,35.36,6.54,14.0,-9.1
96.97,35.36,6.54,14.0,-9.1
96.97,25.94,6.34,15.75,-8.72
96.97,35.36,6.45,14.71,-8.94
84.41,25.94,5.9,15.6,-8.08
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
115.44,46.11,-6.34,2.25,-5.03
133.58,62.77,-0.67,0.05,2.4
108.86,41.32,-6.42,4.4,-4.9
115.44,46.11,-6.38,3.03,-4.99
100.98,28.69,-6.45,5.77,-4.81
108.86,41.32,-6.43,5.18,-4.85
108.86,41.32,-6.42,4.4,-4.9
133.58,62.77,-0.67,0.05,2.4
133.58,62.77,-0.67,0.05,2.4
100.98,28.69,-6.45,5.77,-4.81
108.86,41.32,-6.43,5.18,-4.85
100.98,28.69,-6.47,6.35,-4.77
90.07,21.16,-6.54,8.12,-4.67
100.98,28.69,-6.51,7.53,-4.7
100.98,28.69,-6.49,6.94,-4.73
46.59,2.79,5.07,11.63,-7.01
84.41,25.94,5.55,13.88,-7.62
46.59,2.79,5.19,12.18,-7.16
46.59,2.79,-6.6,10.69,-4.49
56.58,5.39,-6.59,9.89,-4.55
46.59,2.79,4.96,11.08,-6.85
56.58,5.39,-6.58,9.3,-4.6
84.41,25.94,5.67,14.45,-7.77
84.41,25.94,5.59,14.07,-7.67
84.41,25.94,5.94,15.79,-8.13
84.41,25.94,5.78,15.02,-7.93
84.41,25.94,5.59,14.07,-7.67
84.41,25.94,5.55,13.88,-7.62
84.41,25.94,5.59,14.07,-7.67
100.98,28.69,-6.45,5.77,-4.81
90.07,21.16,-6.54,8.12,-4.67
100.98,28.69,-6.49,6.94,-4.73
100.98,28.69,-6.48,6.75,-4.75
100.98,28.69,-6.46,6.16,-4.78
46.59,2.79,5.07,11.63,-7.01
56.58,5.39,-6.6,10.29,-4.52
66.18,14.57,5.51,13.68,-7.57
46.59,2.79,5.07,11.63,-7.01
66.18,14.57,5.51,13.68,-7.57
46.59,2.79,5.07,11.63,-7.01
100.98,28.69,-6.51,7.53,-4.7
56.58,5.39,-6.59,9.89,-4.55
56.58,5.39,-6.6,10.49,-4.5
90.07,21.16,-6.54,8.12,-4.67
129.24,57.74,7.82,1.26,-11.37
127.83,56.47,7.68,2.81,-11.13
127.87,56.3,7.61,3.4,-11.02
127.87,56.3,7.39,5.19,-10.68
115.93,56.3,7.32,5.78,-10.56
127.87,56.3,7.41,4.99,-10.71
96.97,35.36,6.52,14.18,-9.06
96.97,28.92,6.36,15.57,-8.76
96.97,35.36,6.54,14.0,-9.1
96.97,35.36,6.54,14.0,-9.1
99.22,35.36,6.7,12.16,-9.43
96.97,35.36,6.62,13.11,-9.26
103.86,38.36,6.87,10.41,-9.75
101.51,36.83,6.78,11.38,-9.57
101.51,36.83,6.76,11.58,-9.54
106.26,39.96,7.02,8.85,-10.03
106.26,39.96,6.99,9.23,-9.97
115.93,56.3,7.22,6.57,-10.41
108.71,41.63,7.08,8.1,-10.15
108.71,41.63,7.08,8.1,-10.15
106.26,39.96,7.02,8.85,-10.03
108.71,41.63,7.05,8.48,-10.09
103.86,38.36,6.95,9.62,-9.89
106.26,39.96,6.99,9.23,-9.97
127.87,56.3,7.48,4.4,-10.83
127.87,56.3,7.36,5.39,-10.64
127.83,56.47,7.7,2.61,-11.16
127.87,56.3,7.61,3.4,-11.02
127.83,56.47,7.68,2.81,-11.13
127.87,56.3,7.58,3.6,-10.98
127.87,56.3,7.58,3.6,-10.98
129.24,57.74,7.85,0.87,-11.43
128.53,57.1,7.77,1.84,-11.28
130.65,59.06,7.88,1.76,-11.92
130.65,59.06,7.75,1.19,-11.81
130.65,59.06,7.79,1.38,-11.85
130.65,59.06,7.75,1.19,-11.81
130.65,59.06,7.75,1.19,-11.81
130.65,59.06,7.79,1.38,-11.85
130.65,59.06,7.75,1.19,-11.81
130.65,59.06,7.75,1.19,-11.81
127.83,56.47,7.7,2.61,-11.16
127.83,56.47,7.7,2.61,-11.16
128.53,57.1,7.75,2.03,-11.25
128.53,57.1,7.78,1.65,-11.31
127.83,56.47,7.7,2.61,-11.16
132.78,61.14,8.43,4.1,-12.36
132.06,60.43,8.32,3.64,-12.27
133.97,62.33,8.85,5.87,-12.68
132.78,61.14,8.5,4.41,-12.41
134.95,63.36,8.7,5.25,-12.56
139.62,68.62,9.9,10.07,-13.45
138.24,66.97,9.65,9.07,-13.27
138.24,66.97,9.85,9.89,-13.42
136.93,65.5,9.56,8.72,-13.21
136.93,65.5,9.6,8.88,-13.23
138.24,66.97,9.77,9.57,-13.36
136.93,65.5,9.56,8.72,-13.21
136.93,65.5,9.56,8.72,-13.21
134.93,63.34,9.06,6.72,-12.84
134.93,63.34,9.06,6.72,-12.84
135.91,64.38,9.29,7.64,-13.01
135.91,64.38,9.15,7.08,-12.9
135.91,64.38,9.36,7.94,-13.06
135.91,64.38,9.15,7.08,-12.9
132.06,60.43,8.32,3.64,-12.27
132.78,61.14,8.46,4.26,-12.38
132.06,60.43,8.36,3.8,-12.3
131.35,59.74,7.96,2.13,-11.99
131.35,59.74,8.09,2.7,-12.09
134.93,63.34,8.97,6.36,-12.77
133.97,62.33,8.81,5.71,-12.65
130.65,59.06,7.88,1.76,-11.92
132.78,61.14,8.46,4.26,-12.38
132.78,61.14,8.39,3.95,-12.33
132.06,60.43,8.36,3.8,-12.3
163.48,83.78,-2.59,4.51,-3.24
146.41,77.7,-2.69,7.76,-3.24
140.8,70.11,10.28,11.55,-13.72
144.17,74.7,11.39,9.21,-14.49
140.81,70.14,10.62,12.44,-13.96
146.41,77.7,-2.69,7.92,-3.24
140.81,70.14,10.52,12.55,-13.89
144.17,74.7,11.61,8.36,-14.63
140.8,70.11,10.36,11.85,-13.78
141.83,71.45,10.4,12.03,-13.81
140.8,70.11,10.32,11.69,-13.75
140.8,70.11,10.32,11.69,-13.75
140.8,70.11,10.32,11.69,-13.75
141.83,71.45,10.44,12.2,-13.84
141.83,71.45,10.4,12.03,-13.81
140.8,70.11,10.36,11.85,-13.78
115.93,56.3,7.34,5.58,-10.6
127.87,56.3,7.53,4.0,-10.9
127.87,56.3,7.44,4.79,-10.75
115.93,56.3,7.32,5.78,-10.56
114.08,45.44,10.74,6.16,-14.48
136.93,64.09,-3.6,0.05,2.41
110.19,42.5,4.49,3.94,-4.32
91.39,30.45,8.97,13.81,-12.21
76.73,10.43,7.23,14.2,-10.13
136.93,64.09,-3.6,0.19,2.4
136.93,64.09,-3.6,0.05,2.41
136.93,64.09,-3.6,0.05,2.41
104.29,40.34,9.87,10.0,-13.38
88.82,28.86,8.46,15.73,-11.56
88.82,28.86,7.92,16.29,-10.92
88.82,28.86,8.3,16.27,-11.36
